id,date,time,type,org_id,org_name,location,description,cause,status
b2a56968-ae8f-4ba4-bf44-e030a06705e1,2023-09-15,08:13,Экологическое нарушение,org_02,БурСервис,Трубопровод А-7,Несанкционированный слив буровых отходов за пределы шламового амбара.,Нарушение обращения с отходами,Закрыто
b713daaa-b421-4d6c-a23a-3705b5b596db,2023-09-15,20:49,Экологическое нарушение,org_02,БурСервис,Резервуарный парк,Нарушение режима работы факельной установки — чёрный дым в течение 20 минут.,Утечка химических веществ,Расследуется
fce9f0f4-7215-43f6-844a-97aac0f1f84c,2023-09-17,00:50,Опасная ситуация,org_02,БурСервис,Нефтесборный пункт,Обнаружена разгерметизация фланцевого соединения на трубопроводе высокого давления.,Нарушение ППР,Расследуется
ed2216e9-75ba-4318-b561-0a33ce9567eb,2023-09-18,20:52,Near-miss,org_07,ТрансНефть,Котельная,Включение насоса при открытом дренажном вентиле — аварийная остановка оператором.,Несанкционированный доступ,Закрыто
352e109d-ea43-40f6-afbc-c9396e7626c1,2023-09-19,22:04,Микротравма,org_05,АзимутДриллинг,Электроподстанция,Ушиб колена при спуске по лестнице в условиях недостаточного освещения.,Неправильное использование инструмента,Закрыто
d71ad6a7-d939-495d-beb1-8b868d4a6c8a,2023-09-20,16:37,Near-miss,org_01,КМГ-Кумколь (основное),Электроподстанция,Утечка газа в компрессорной — обнаружена газоанализатором до розжига оборудования.,Некорректная укладка материалов,Закрыто
1b2535d0-f2d6-4822-bc38-ea89dffb4255,2023-09-20,00:38,Near-miss,org_03,НефтеМонтаж,Буровая №1,Водитель спецтехники не заметил пешехода в слепой зоне — столкновение предотвращено экстренным торможением.,Некорректная укладка материалов,Закрыто
7915acd6-bfc9-42c3-9992-f583556025c7,2023-09-20,23:05,Микротравма,org_01,КМГ-Кумколь (основное),Компрессорная,Ссадина предплечья при контакте с острой кромкой оборудования.,Неправильное использование инструмента,Открыто
9b44696a-7213-40ae-9bc5-b897522b1fc7,2023-09-22,15:59,Near-miss,org_02,БурСервис,Трубопровод Б-12,Искрение в электрощитовой при плановом осмотре — немедленное отключение предотвратило возгорание.,Некорректная укладка материалов,Закрыто
17af97a1-5bb7-4c4a-bf07-7ca07e307a33,2023-09-22,21:09,Near-miss,org_05,АзимутДриллинг,Компрессорная,"Оборвавшийся строп при подъёме груза — груз упал в зоне, которая была незадолго до этого освобождена.",Работа без наряда-допуска,Закрыто
eb336cb0-6c43-4632-9ff5-9e402ad80b2d,2023-09-23,08:20,Опасная ситуация,org_01,КМГ-Кумколь (основное),Нефтесборный пункт,Захламлённость эвакуационного прохода — возможно блокирование выхода при аварии.,Отсутствие ограждений,Закрыто
804e7fd7-1584-4183-b4be-bf70c55010f7,2023-09-25,09:03,Микротравма,org_02,БурСервис,Насосная станция,Мелкие порезы рук при работе с металлическими заготовками без перчаток.,Отсутствие СИЗ,Закрыто
f38cf2f0-906c-4078-a9f7-b31cdb135987,2023-09-28,23:20,НС (несчастный случай),org_01,КМГ-Кумколь (основное),Административный корпус,Ожог рук при сварочных работах — работник не использовал защитные перчатки.,Усталость персонала,Закрыто
f4f83a11-9c95-4b8d-9a4b-6cd56c479c8b,2023-09-29,07:09,Микротравма,org_02,БурСервис,Административный корпус,Мелкие порезы рук при работе с металлическими заготовками без перчаток.,Спешка при выполнении работ,Закрыто
c21e76cb-0454-42fc-a5c6-2e9a2998487c,2023-09-29,09:21,Авария оборудования,org_02,БурСервис,Резервуарный парк,Поломка редуктора конвейерной ленты — вынужденная остановка участка.,Перегрузка оборудования,Расследуется
0a03026e-9145-4dcb-b513-073135fe9ada,2023-09-30,03:35,Near-miss,org_06,СтройПодряд,Буровая №3,Искрение в электрощитовой при плановом осмотре — немедленное отключение предотвратило возгорание.,Несанкционированный доступ,Открыто
70937ea6-2011-436c-a324-202fd0c0979f,2023-09-30,06:34,Опасная ситуация,org_02,БурСервис,Резервуарный парк,Захламлённость эвакуационного прохода — возможно блокирование выхода при аварии.,Отсутствие ограждений,Закрыто
faf115c0-bd5d-4654-b739-83e88f634131,2023-10-03,00:59,НС (несчастный случай),org_05,АзимутДриллинг,Склад ГСМ,Падение работника с высоты 1.8м при монтаже оборудования из-за отсутствия страховочной привязи.,Усталость персонала,Закрыто
9ccccac1-f969-400a-8005-ffd2b06673c3,2023-10-16,13:23,Near-miss,org_06,СтройПодряд,Буровая №3,Искрение в электрощитовой при плановом осмотре — немедленное отключение предотвратило возгорание.,Работа без наряда-допуска,Закрыто
37666050-7e32-4548-8325-c124854a587f,2023-10-17,10:12,Экологическое нарушение,org_06,СтройПодряд,Буровая №1,Утечка пластовой воды из ёмкости хранения — площадь загрязнения ~10 м².,Разлив нефтепродуктов,Закрыто
85b68668-158d-4230-9c3e-6e0f2494e36d,2023-10-18,15:32,Опасная ситуация,org_01,КМГ-Кумколь (основное),Склад ГСМ,Отсутствие ограждения траншеи в ночное время — риск падения персонала.,Несоблюдение дистанции,Закрыто
2c9aa299-f7be-461d-97fa-364cc6a54268,2023-10-22,21:31,Опасная ситуация,org_03,НефтеМонтаж,Административный корпус,Отсутствие ограждения траншеи в ночное время — риск падения персонала.,Отсутствие ограждений,Закрыто
24013fca-0524-4f53-8f74-157ad456e26c,2023-10-22,20:34,Экологическое нарушение,org_05,АзимутДриллинг,Буровая №2,Обнаружено замасливание почвы под насосным агрегатом.,Нарушение обращения с отходами,Открыто
a20fbae7-e5fd-4330-8ef7-bcb2a0831daf,2023-10-26,03:44,Опасная ситуация,org_02,БурСервис,Электроподстанция,Обнаружена разгерметизация фланцевого соединения на трубопроводе высокого давления.,Нарушение ППР,Закрыто
05b6f45e-12ee-4ab4-aeab-ea8af7ec23e3,2023-10-27,04:03,Near-miss,org_07,ТрансНефть,Котельная,"Оборвавшийся строп при подъёме груза — груз упал в зоне, которая была незадолго до этого освобождена.",Работа без наряда-допуска,Закрыто
7cce1245-6c44-429d-b338-2833fd6f304e,2023-11-06,11:20,Авария оборудования,org_01,КМГ-Кумколь (основное),Компрессорная,Трещина в корпусе насосного агрегата по причине гидравлического удара.,Перегрузка оборудования,Закрыто
e9ded7f1-9c06-4a2f-abaf-c884a98e4e27,2023-11-07,07:11,Авария оборудования,org_07,ТрансНефть,Склад ГСМ,Отказ дизельного генератора резервного питания при плановой проверке.,Коррозия трубопровода,Закрыто
aa03421e-eea8-4285-a65c-41df118949e5,2023-11-08,04:06,Near-miss,org_01,КМГ-Кумколь (основное),Буровая №2,Утечка газа в компрессорной — обнаружена газоанализатором до розжига оборудования.,Некорректная укладка материалов,Открыто
104073dd-97be-4655-957c-3bc2144a6399,2023-11-11,23:41,Авария оборудования,org_02,БурСервис,Электроподстанция,Выход из строя центробежного насоса из-за износа подшипников — незапланированный простой 6 часов.,Износ оборудования,Открыто
41f4c65e-dec0-4385-b2ce-b74bfc5d71dc,2023-11-11,08:06,Экологическое нарушение,org_05,АзимутДриллинг,Буровая №3,Несанкционированный слив буровых отходов за пределы шламового амбара.,Разлив нефтепродуктов,Закрыто
5a06c007-beba-44b4-be44-17fe9bf0e71f,2023-11-13,22:31,Микротравма,org_06,СтройПодряд,Склад ГСМ,Засорение глаза стружкой при работе без защитных очков.,Нарушение технологии,Закрыто
cd69bc9f-5775-4a70-828d-6e0b90b093f8,2023-11-16,08:33,Near-miss,org_07,ТрансНефть,Электроподстанция,Водитель спецтехники не заметил пешехода в слепой зоне — столкновение предотвращено экстренным торможением.,Несанкционированный доступ,Расследуется
5b41b792-d78f-4e22-9b63-592bb1116f91,2023-11-22,16:15,Опасная ситуация,org_05,АзимутДриллинг,Электроподстанция,Отсутствие ограждения траншеи в ночное время — риск падения персонала.,Нарушение ППР,Закрыто
a4422fe2-b920-49e5-a63e-d81675fc1c3b,2023-11-24,11:30,Опасная ситуация,org_04,КазТехСтрой,Административный корпус,Незакреплённые баллоны с газом в зоне проведения огневых работ.,Отсутствие ограждений,Закрыто
df652e7c-5c14-41eb-bd0f-2d7105062a4d,2023-11-29,22:22,Near-miss,org_05,АзимутДриллинг,Нефтесборный пункт,Утечка газа в компрессорной — обнаружена газоанализатором до розжига оборудования.,Несанкционированный доступ,Закрыто
1f2f2fcc-7465-47d0-8760-6a33899169aa,2023-11-29,19:19,Near-miss,org_06,СтройПодряд,Трубопровод Б-12,"Оборвавшийся строп при подъёме груза — груз упал в зоне, которая была незадолго до этого освобождена.",Несанкционированный доступ,Расследуется
1ee73f25-a15a-4174-83e9-32cf15822197,2023-12-01,11:28,Опасная ситуация,org_01,КМГ-Кумколь (основное),Буровая №2,Незакреплённые баллоны с газом в зоне проведения огневых работ.,Отсутствие ограждений,Закрыто
2cf608a3-c67e-46a6-9507-6379e85e0d75,2023-12-01,04:44,Опасная ситуация,org_02,БурСервис,Нефтесборный пункт,Обнаружена неисправность предохранительного клапана на ёмкости под давлением.,Отсутствие ограждений,Закрыто
fa3d0982-190f-4781-a89f-5a896c890155,2023-12-05,04:28,Near-miss,org_03,НефтеМонтаж,Котельная,Водитель спецтехники не заметил пешехода в слепой зоне — столкновение предотвращено экстренным торможением.,Некорректная укладка материалов,Закрыто
4e1a451d-e512-4832-a622-a42e718f5ed9,2023-12-07,05:04,Near-miss,org_05,АзимутДриллинг,Котельная,Водитель спецтехники не заметил пешехода в слепой зоне — столкновение предотвращено экстренным торможением.,Работа без наряда-допуска,Открыто
34caeb07-099c-4407-8eae-6692de3b68c9,2023-12-10,17:41,НС (несчастный случай),org_04,КазТехСтрой,Трубопровод Б-12,Травма ноги при падении тяжёлого предмета со стеллажа склада.,Усталость персонала,Закрыто
21c6ea78-ee44-40aa-8fbe-1117840b882d,2023-12-11,22:10,Авария оборудования,org_07,ТрансНефть,Компрессорная,Поломка редуктора конвейерной ленты — вынужденная остановка участка.,Износ оборудования,Закрыто
bb82ed43-e2c6-45ad-85d6-db3ce223f2ed,2023-12-11,12:11,Near-miss,org_05,АзимутДриллинг,Компрессорная,Утечка газа в компрессорной — обнаружена газоанализатором до розжига оборудования.,Некорректная укладка материалов,Закрыто
9a71f430-1207-42dd-a4a2-09ceef7f0f81,2023-12-13,21:28,Near-miss,org_06,СтройПодряд,Буровая №3,Утечка газа в компрессорной — обнаружена газоанализатором до розжига оборудования.,Несанкционированный доступ,Закрыто
248915b0-f5ba-4675-a113-84656b77787c,2023-12-13,22:16,Опасная ситуация,org_05,АзимутДриллинг,Склад ГСМ,Незакреплённые баллоны с газом в зоне проведения огневых работ.,Отсутствие ограждений,Закрыто
bd1ac59e-e7ce-4fc6-a326-3571c2bf868d,2023-12-16,05:30,Экологическое нарушение,org_05,АзимутДриллинг,Буровая №2,Несанкционированный слив буровых отходов за пределы шламового амбара.,Разлив нефтепродуктов,Расследуется
38dd54a1-3cbf-4ff0-8cee-a3cb7346f3ce,2023-12-16,06:46,Микротравма,org_03,НефтеМонтаж,Котельная,Ссадина предплечья при контакте с острой кромкой оборудования.,Спешка при выполнении работ,Закрыто
87387ef1-8bf6-40e6-a6a4-7af0830d03eb,2023-12-20,13:22,Near-miss,org_03,НефтеМонтаж,Нефтесборный пункт,Включение насоса при открытом дренажном вентиле — аварийная остановка оператором.,Нарушение процедур LOTO,Закрыто
aa13b946-dfdc-44e1-a588-116ca3aa4fa8,2023-12-20,15:14,Опасная ситуация,org_03,НефтеМонтаж,Компрессорная,Незакреплённые баллоны с газом в зоне проведения огневых работ.,Нарушение ППР,Закрыто
69a1a423-f031-4d48-978c-b1c5bbb6b180,2023-12-21,22:51,Авария оборудования,org_03,НефтеМонтаж,Котельная,Отказ дизельного генератора резервного питания при плановой проверке.,Износ оборудования,Закрыто
cc5d7268-d476-4920-875b-24ab064cc474,2024-01-02,18:55,Микротравма,org_05,АзимутДриллинг,Трубопровод А-7,Порез указательного пальца при работе с трубной арматурой.,Нарушение технологии,Закрыто
819303b9-897d-4684-b2ef-a17f408090ce,2024-01-02,06:26,Микротравма,org_02,БурСервис,Склад ГСМ,Мелкие порезы рук при работе с металлическими заготовками без перчаток.,Неправильное использование инструмента,Расследуется
a6f4e598-e10f-454e-9089-240dbbc1da0c,2024-01-02,14:32,Опасная ситуация,org_03,НефтеМонтаж,Трубопровод Б-12,Обнаружена неисправность предохранительного клапана на ёмкости под давлением.,Несоблюдение дистанции,Закрыто
ee20b5a9-98aa-4582-8148-407375d3b03e,2024-01-05,14:43,НС (несчастный случай),org_02,БурСервис,Буровая №3,Ушиб головы в результате удара о незащищённую металлоконструкцию.,Усталость персонала,Закрыто
0135c3ca-3a01-4d29-8f64-0f6a480adddc,2024-01-05,03:52,НС (несчастный случай),org_03,НефтеМонтаж,Электроподстанция,Работник получил травму кисти при работе с угловой шлифовальной машиной без защитного кожуха.,Усталость персонала,Закрыто
9420e97f-4391-40cf-9610-affdc2a1b788,2024-01-05,17:07,Опасная ситуация,org_04,КазТехСтрой,Буровая №2,Отсутствие ограждения траншеи в ночное время — риск падения персонала.,Отсутствие ограждений,Закрыто
6fdc164d-30a8-472d-b549-f2092787dee8,2024-01-09,07:06,Авария оборудования,org_05,АзимутДриллинг,Трубопровод Б-12,Отказ дизельного генератора резервного питания при плановой проверке.,Коррозия трубопровода,Расследуется
3be12915-2769-4487-950f-3766e0b28b44,2024-01-10,12:10,Near-miss,org_03,НефтеМонтаж,Буровая №1,Включение насоса при открытом дренажном вентиле — аварийная остановка оператором.,Некорректная укладка материалов,Закрыто
c8b01380-63c0-45b1-87e0-5bf3516eac4f,2024-01-10,04:20,Экологическое нарушение,org_01,КМГ-Кумколь (основное),Административный корпус,Обнаружено замасливание почвы под насосным агрегатом.,Разлив нефтепродуктов,Расследуется
a1e0c7fd-3f43-4a34-a3ca-f8ea1dff2feb,2024-01-11,20:06,Near-miss,org_02,БурСервис,Административный корпус,Включение насоса при открытом дренажном вентиле — аварийная остановка оператором.,Некорректная укладка материалов,Закрыто
01bc0e45-66f9-482d-8008-4eb94cc8d783,2024-01-14,14:56,Микротравма,org_02,БурСервис,Трубопровод Б-12,Порез указательного пальца при работе с трубной арматурой.,Отсутствие СИЗ,Закрыто
e0d05c18-53e9-4e59-860c-0e8ab5a5fc16,2024-01-15,11:34,Микротравма,org_06,СтройПодряд,Котельная,Ссадина предплечья при контакте с острой кромкой оборудования.,Нарушение технологии,Открыто
3e9a5cb6-d7fb-4e58-a5ad-fa91ce2cda42,2024-01-17,19:31,Опасная ситуация,org_06,СтройПодряд,Административный корпус,Обнаружена разгерметизация фланцевого соединения на трубопроводе высокого давления.,Несоблюдение дистанции,Закрыто
8c2fde29-de31-4c43-999f-5f85bf8489ea,2024-01-17,08:43,Микротравма,org_06,СтройПодряд,Насосная станция,Ссадина предплечья при контакте с острой кромкой оборудования.,Спешка при выполнении работ,Закрыто
273a9460-0e53-40a7-99ae-25031f59e9a8,2024-01-18,22:53,Опасная ситуация,org_07,ТрансНефть,Нефтесборный пункт,Захламлённость эвакуационного прохода — возможно блокирование выхода при аварии.,Отсутствие ограждений,Расследуется
5a87e24e-1101-4925-89a8-9fe86c8cb452,2024-01-20,01:45,Опасная ситуация,org_05,АзимутДриллинг,Административный корпус,Незакреплённые баллоны с газом в зоне проведения огневых работ.,Захламлённость рабочей зоны,Закрыто
cc9b6d8c-bb5e-4b2a-a8ce-b7de075a6e4c,2024-01-21,02:35,Опасная ситуация,org_04,КазТехСтрой,Насосная станция,Обнаружена разгерметизация фланцевого соединения на трубопроводе высокого давления.,Захламлённость рабочей зоны,Закрыто
41553a77-a54c-469c-a074-61f96bb1be6b,2024-01-22,17:59,Экологическое нарушение,org_02,БурСервис,Буровая №1,Нарушение режима работы факельной установки — чёрный дым в течение 20 минут.,Нарушение обращения с отходами,Расследуется
ddd3d318-369f-49da-8a8a-d12cbf001705,2024-01-23,15:08,Опасная ситуация,org_04,КазТехСтрой,Компрессорная,Захламлённость эвакуационного прохода — возможно блокирование выхода при аварии.,Захламлённость рабочей зоны,Открыто
4912c621-a996-4b11-9e62-7e9ece0ac6f0,2024-02-02,08:30,Near-miss,org_04,КазТехСтрой,Буровая №1,Водитель спецтехники не заметил пешехода в слепой зоне — столкновение предотвращено экстренным торможением.,Нарушение процедур LOTO,Закрыто
826d4f1b-6f7e-4ab3-81bf-fdca65ee9259,2024-02-06,19:32,Near-miss,org_02,БурСервис,Компрессорная,"Оборвавшийся строп при подъёме груза — груз упал в зоне, которая была незадолго до этого освобождена.",Нарушение процедур LOTO,Открыто
d90a4236-59f1-4b34-9822-b6155873d9f8,2024-02-13,11:28,Near-miss,org_01,КМГ-Кумколь (основное),Административный корпус,Водитель спецтехники не заметил пешехода в слепой зоне — столкновение предотвращено экстренным торможением.,Некорректная укладка материалов,Закрыто
207e09fc-550e-415a-995e-2c1555ffbde7,2024-02-14,00:23,Опасная ситуация,org_06,СтройПодряд,Трубопровод Б-12,Захламлённость эвакуационного прохода — возможно блокирование выхода при аварии.,Несоблюдение дистанции,Расследуется
811a427b-ff0c-464a-ac42-e7cf8a5cb298,2024-02-15,02:01,Опасная ситуация,org_06,СтройПодряд,Буровая №1,Отсутствие ограждения траншеи в ночное время — риск падения персонала.,Несоблюдение дистанции,Расследуется
2c9d6518-8370-44a0-bb8e-314a28480d1c,2024-02-15,20:15,Авария оборудования,org_02,БурСервис,Компрессорная,Трещина в корпусе насосного агрегата по причине гидравлического удара.,Износ оборудования,Закрыто
25fe953d-ed97-4e90-bcca-a06705072faf,2024-02-16,16:45,Near-miss,org_04,КазТехСтрой,Склад ГСМ,Включение насоса при открытом дренажном вентиле — аварийная остановка оператором.,Несанкционированный доступ,Закрыто
8c102046-9a85-46e1-8b83-a4782f12736e,2024-02-16,16:12,Микротравма,org_05,АзимутДриллинг,Нефтесборный пункт,Ушиб колена при спуске по лестнице в условиях недостаточного освещения.,Неправильное использование инструмента,Расследуется
e8356e2f-4406-497a-9ae2-f2b48abd7b00,2024-02-17,11:41,Авария оборудования,org_05,АзимутДриллинг,Трубопровод Б-12,Выход из строя центробежного насоса из-за износа подшипников — незапланированный простой 6 часов.,Нарушение регламента ТО,Закрыто
09e64f71-02ef-4ccd-8b0b-db1a67a51f92,2024-02-19,00:50,Авария оборудования,org_05,АзимутДриллинг,Электроподстанция,Трещина в корпусе насосного агрегата по причине гидравлического удара.,Нарушение регламента ТО,Расследуется
2932da0d-0c4a-4d77-a034-6532b6379692,2024-02-22,05:33,НС (несчастный случай),org_05,АзимутДриллинг,Нефтесборный пункт,Травма ноги при падении тяжёлого предмета со стеллажа склада.,Недостаточный инструктаж,Расследуется
a19905ff-9e8e-482f-8ba1-3b3480bb599e,2024-02-22,18:01,Опасная ситуация,org_01,КМГ-Кумколь (основное),Компрессорная,Отсутствие ограждения траншеи в ночное время — риск падения персонала.,Отсутствие ограждений,Закрыто
364b485b-00cd-45fe-a3df-c680fb2eff50,2024-02-22,12:15,Микротравма,org_06,СтройПодряд,Склад ГСМ,Мелкие порезы рук при работе с металлическими заготовками без перчаток.,Спешка при выполнении работ,Закрыто
bad6ab25-cd0f-458b-9a2d-aafb128ba770,2024-02-24,13:24,Экологическое нарушение,org_05,АзимутДриллинг,Административный корпус,Обнаружено замасливание почвы под насосным агрегатом.,Утечка химических веществ,Закрыто
d4bedef6-0901-4ace-a781-abc32acbc15f,2024-02-26,04:33,Near-miss,org_01,КМГ-Кумколь (основное),Трубопровод Б-12,"Оборвавшийся строп при подъёме груза — груз упал в зоне, которая была незадолго до этого освобождена.",Работа без наряда-допуска,Закрыто
8e9d3f84-1806-4c8c-8949-25912e863f43,2024-02-26,08:51,Авария оборудования,org_07,ТрансНефть,Котельная,Поломка редуктора конвейерной ленты — вынужденная остановка участка.,Коррозия трубопровода,Закрыто
a86b666a-b8cf-41c4-a226-e7d543292225,2024-02-27,11:14,Экологическое нарушение,org_01,КМГ-Кумколь (основное),Электроподстанция,Несанкционированный слив буровых отходов за пределы шламового амбара.,Разлив нефтепродуктов,Закрыто
19201ac5-70c4-4bf6-9184-15ffd9fa2253,2024-02-27,22:04,Опасная ситуация,org_01,КМГ-Кумколь (основное),Буровая №1,Незакреплённые баллоны с газом в зоне проведения огневых работ.,Нарушение ППР,Закрыто
584b8a58-6c4f-4c02-a9ad-ddcebe148578,2024-02-29,14:22,Опасная ситуация,org_02,БурСервис,Трубопровод А-7,Отсутствие ограждения траншеи в ночное время — риск падения персонала.,Нарушение ППР,Закрыто
f5ad004d-a999-4979-b3eb-fe02bf2dacaf,2024-03-08,05:00,Авария оборудования,org_03,НефтеМонтаж,Административный корпус,Трещина в корпусе насосного агрегата по причине гидравлического удара.,Перегрузка оборудования,Закрыто
df3d305e-e8d3-4aff-84a3-8ca0fceae2fd,2024-03-08,03:42,НС (несчастный случай),org_05,АзимутДриллинг,Котельная,Травма ноги при падении тяжёлого предмета со стеллажа склада.,Усталость персонала,Закрыто
4c87d3c5-f6df-4c28-8d8c-48b43d667dc9,2024-03-15,04:30,Опасная ситуация,org_05,АзимутДриллинг,Нефтесборный пункт,Отсутствие ограждения траншеи в ночное время — риск падения персонала.,Захламлённость рабочей зоны,Закрыто
3302da8c-eec1-4f6e-86e8-3a3fb6c779c8,2024-03-22,05:16,Near-miss,org_06,СтройПодряд,Буровая №2,Утечка газа в компрессорной — обнаружена газоанализатором до розжига оборудования.,Работа без наряда-допуска,Расследуется
f679ea24-482b-4490-a0be-f30d78000a81,2024-03-23,17:32,Опасная ситуация,org_05,АзимутДриллинг,Буровая №1,Обнаружена разгерметизация фланцевого соединения на трубопроводе высокого давления.,Нарушение ППР,Закрыто
4e5844e5-06c2-45cc-8c56-4802118b6a24,2024-03-25,13:09,Авария оборудования,org_06,СтройПодряд,Компрессорная,Поломка редуктора конвейерной ленты — вынужденная остановка участка.,Перегрузка оборудования,Закрыто
e71e807f-80a3-45c3-b46d-6db7bee1ca77,2024-03-27,18:50,Near-miss,org_03,НефтеМонтаж,Компрессорная,Включение насоса при открытом дренажном вентиле — аварийная остановка оператором.,Работа без наряда-допуска,Открыто
269d09e1-e168-4711-b2fb-56d1fd403914,2024-03-29,07:31,Опасная ситуация,org_01,КМГ-Кумколь (основное),Электроподстанция,Отсутствие ограждения траншеи в ночное время — риск падения персонала.,Нарушение ППР,Закрыто
b4cf3565-4fdc-4ff0-9809-ec8095bcfdb6,2024-04-02,13:35,Near-miss,org_03,НефтеМонтаж,Буровая №2,"Оборвавшийся строп при подъёме груза — груз упал в зоне, которая была незадолго до этого освобождена.",Нарушение процедур LOTO,Закрыто
1d152a50-07dc-4cd8-8045-6b94e421e7f9,2024-04-03,07:47,Опасная ситуация,org_07,ТрансНефть,Административный корпус,Отсутствие ограждения траншеи в ночное время — риск падения персонала.,Захламлённость рабочей зоны,Расследуется
ae80a659-9bf9-417b-b0de-8e6c54a92b62,2024-04-12,12:13,Авария оборудования,org_02,БурСервис,Насосная станция,Трещина в корпусе насосного агрегата по причине гидравлического удара.,Коррозия трубопровода,Закрыто
ddb187bf-00cd-4a21-9976-c15fb329acae,2024-04-19,12:21,Near-miss,org_02,БурСервис,Компрессорная,Искрение в электрощитовой при плановом осмотре — немедленное отключение предотвратило возгорание.,Некорректная укладка материалов,Закрыто
54795f93-3c98-40e4-8d79-b34c9dfe7020,2024-04-19,20:24,Микротравма,org_04,КазТехСтрой,Электроподстанция,Засорение глаза стружкой при работе без защитных очков.,Нарушение технологии,Закрыто
3f79d984-68d6-416a-a107-ebeed0778f30,2024-04-25,17:47,Авария оборудования,org_06,СтройПодряд,Насосная станция,Трещина в корпусе насосного агрегата по причине гидравлического удара.,Перегрузка оборудования,Открыто
7bfd0425-fa00-4e21-904e-82eca1f5fa37,2024-04-26,16:28,Экологическое нарушение,org_03,НефтеМонтаж,Нефтесборный пункт,Несанкционированный слив буровых отходов за пределы шламового амбара.,Разлив нефтепродуктов,Закрыто
fa9f24c6-5ff5-4736-a25c-411a6a4f2e44,2024-04-29,14:36,Экологическое нарушение,org_03,НефтеМонтаж,Котельная,Разлив дизельного топлива (около 50 л) при заправке техники — загрязнение грунта.,Нарушение обращения с отходами,Закрыто
0f7b62d5-9485-48bf-9903-6dc94853af35,2024-05-01,20:33,Near-miss,org_04,КазТехСтрой,Склад ГСМ,Искрение в электрощитовой при плановом осмотре — немедленное отключение предотвратило возгорание.,Некорректная укладка материалов,Закрыто
e8c54d29-e8f8-49c6-88f9-e4f945c01b0b,2024-05-03,09:08,Опасная ситуация,org_01,КМГ-Кумколь (основное),Котельная,Отсутствие ограждения траншеи в ночное время — риск падения персонала.,Захламлённость рабочей зоны,Закрыто
16bdd30e-412d-4e97-a0fb-dbeeaa45f563,2024-05-04,23:35,Экологическое нарушение,org_06,СтройПодряд,Нефтесборный пункт,Несанкционированный слив буровых отходов за пределы шламового амбара.,Утечка химических веществ,Открыто
3dd99cae-790c-4583-a910-5dc874d378c9,2024-05-08,18:38,Экологическое нарушение,org_03,НефтеМонтаж,Электроподстанция,Нарушение режима работы факельной установки — чёрный дым в течение 20 минут.,Нарушение обращения с отходами,Закрыто
2ec1a5be-2682-42bf-859b-120fedf3388b,2024-05-15,14:19,Опасная ситуация,org_02,БурСервис,Административный корпус,Обнаружена разгерметизация фланцевого соединения на трубопроводе высокого давления.,Захламлённость рабочей зоны,Закрыто
2ab85284-9f1b-4cd2-abd6-d0c41dab0058,2024-05-15,12:58,Near-miss,org_01,КМГ-Кумколь (основное),Буровая №1,"Оборвавшийся строп при подъёме груза — груз упал в зоне, которая была незадолго до этого освобождена.",Работа без наряда-допуска,Расследуется
5f9be5bb-bc24-407c-8f75-9f431a15f7c0,2024-05-19,22:43,Опасная ситуация,org_03,НефтеМонтаж,Буровая №3,Обнаружена неисправность предохранительного клапана на ёмкости под давлением.,Нарушение ППР,Закрыто
d1417867-a358-4ac6-b2ec-ba31afe2f94c,2024-05-25,06:29,Near-miss,org_05,АзимутДриллинг,Котельная,Искрение в электрощитовой при плановом осмотре — немедленное отключение предотвратило возгорание.,Нарушение процедур LOTO,Закрыто
da5c524f-c330-4409-9cc2-7619dd99e805,2024-05-27,01:19,Near-miss,org_01,КМГ-Кумколь (основное),Резервуарный парк,"Оборвавшийся строп при подъёме груза — груз упал в зоне, которая была незадолго до этого освобождена.",Некорректная укладка материалов,Закрыто
f6b14a81-02e9-4124-909d-ac17c30cc627,2024-05-30,01:33,Опасная ситуация,org_02,БурСервис,Нефтесборный пункт,Обнаружена неисправность предохранительного клапана на ёмкости под давлением.,Нарушение ППР,Закрыто
ab63c183-d814-460e-9691-59f1d44780b8,2024-06-01,14:03,Near-miss,org_04,КазТехСтрой,Буровая №1,Включение насоса при открытом дренажном вентиле — аварийная остановка оператором.,Несанкционированный доступ,Расследуется
39eae431-acf6-4ba3-b9fb-24001343cdd7,2024-06-01,15:07,Экологическое нарушение,org_06,СтройПодряд,Нефтесборный пункт,Обнаружено замасливание почвы под насосным агрегатом.,Нарушение обращения с отходами,Открыто
c1199ba9-d3db-4b45-a0e2-c913cf6be7c5,2024-06-03,23:27,Опасная ситуация,org_02,БурСервис,Котельная,Отсутствие ограждения траншеи в ночное время — риск падения персонала.,Несоблюдение дистанции,Открыто
5efe0485-1c8d-4b70-a2e3-401c98dcd983,2024-06-03,01:21,Near-miss,org_06,СтройПодряд,Электроподстанция,Утечка газа в компрессорной — обнаружена газоанализатором до розжига оборудования.,Работа без наряда-допуска,Закрыто
a3d517e9-4a14-4925-b784-d016c32334b1,2024-06-04,03:41,Опасная ситуация,org_01,КМГ-Кумколь (основное),Насосная станция,Обнаружена неисправность предохранительного клапана на ёмкости под давлением.,Несоблюдение дистанции,Расследуется
685325c5-e605-40ba-9591-cbed5ca49598,2024-06-10,15:18,Экологическое нарушение,org_01,КМГ-Кумколь (основное),Буровая №2,Утечка пластовой воды из ёмкости хранения — площадь загрязнения ~10 м².,Несанкционированный выброс,Закрыто
