id,date,obs_type,org_id,org_name,category,description,resolved
18206f1a-9a58-4430-b9e9-f7d07a42d9dc,2023-09-22,Нарушение,org_06,СтройПодряд,Электробезопасность,Оголённые провода удлинителя в рабочей зоне.,Устранено
4d3e6261-327c-4308-a01c-c80060e4b1d6,2023-09-23,Хорошая практика,org_03,НефтеМонтаж,LOTO,Бригада провела инструктаж перед началом работ согласно регламенту.,Устранено
977f070a-484b-4c81-8b72-4e04349af578,2023-09-23,Нарушение,org_05,АзимутДриллинг,Транспорт,Превышение скорости спецтехники на производственной площадке.,Устранено
7ca99455-91fd-41f8-9ec1-acf557f97ec6,2023-09-23,Нарушение,org_07,ТрансНефть,СИЗ,Работа с химическими реагентами без защитных очков и перчаток.,Просрочено
85371ab3-94a8-4adc-90b6-cb31a49a6716,2023-09-23,Нарушение,org_02,БурСервис,Транспорт,Превышение скорости спецтехники на производственной площадке.,В работе
bcad1772-0fe6-458b-a7e0-63b54aa85aad,2023-09-28,Нарушение,org_04,КазТехСтрой,Экология,Хранение химических реагентов без поддонов на грунте.,Просрочено
660129a5-ffc2-4802-bae4-93a1691995f0,2023-09-30,Нарушение,org_02,БурСервис,Транспорт,Стоянка техники в запрещённой зоне вблизи оборудования под давлением.,Устранено
1b249eb7-7a1f-471c-85f1-c7194d7e7609,2023-10-01,Хорошая практика,org_04,КазТехСтрой,LOTO,Обнаруженный разлив немедленно локализован и убран по инициативе работника.,Устранено
43bfd01d-07d8-4328-8771-a0d2f27612d6,2023-10-01,Хорошая практика,org_01,КМГ-Кумколь (основное),Электробезопасность,Наличие и правильное использование огнетушителей в зоне огневых работ.,Устранено
6a7df714-356d-4601-996d-3cdd69a23740,2023-10-01,Хорошая практика,org_01,КМГ-Кумколь (основное),СИЗ,Правильное хранение химических веществ с соблюдением требований маркировки.,Устранено
45ac0a3d-451b-4298-bbea-acc2c0d10ffc,2023-10-05,Нарушение,org_06,СтройПодряд,Огневые работы,Огневые работы без оформленного разрешения и газового контроля.,Устранено
2331b977-8954-4f42-bbcc-4d8bf2b13b9d,2023-10-07,Нарушение,org_02,БурСервис,Электробезопасность,Подключение к электросети без заземления корпуса оборудования.,Устранено
4879c0f6-cf19-4ee9-ac2a-027273851253,2023-10-08,Хорошая практика,org_04,КазТехСтрой,Экология,Работник корректно применил процедуру LOTO при обслуживании оборудования.,Устранено
cee3e51f-e16f-4987-9c7f-3c4a923c438d,2023-10-09,Нарушение,org_06,СтройПодряд,Электробезопасность,Использование неисправного электроинструмента.,Устранено
13d72e48-35e1-4c15-8042-61c5b6965c16,2023-10-10,Нарушение,org_01,КМГ-Кумколь (основное),LOTO,Отсутствие личного замка на групповой блокировке оборудования.,Устранено
d03e676f-f872-4f2b-868e-b6847df1029c,2023-10-11,Нарушение,org_01,КМГ-Кумколь (основное),СИЗ,Работа с химическими реагентами без защитных очков и перчаток.,Устранено
9d1ee322-de3e-4e25-a7f7-79155492eddf,2023-10-11,Нарушение,org_02,БурСервис,Экология,Загрязнённые ветошь и спецодежда выброшены в бытовой мусор.,Устранено
f2dfece4-c429-404f-b056-6fb7b42b297c,2023-10-12,Нарушение,org_05,АзимутДриллинг,Транспорт,Водитель не использует ремень безопасности на территории объекта.,Устранено
d95587b9-32a7-4a20-8b74-ba02d95d189c,2023-10-14,Хорошая практика,org_05,АзимутДриллинг,Электробезопасность,Работник корректно применил процедуру LOTO при обслуживании оборудования.,Устранено
159ea2c3-e29e-4437-992a-e017e60700cc,2023-10-15,Хорошая практика,org_04,КазТехСтрой,Экология,Правильное хранение химических веществ с соблюдением требований маркировки.,Устранено
335acb34-9f22-48bf-8505-e0925969b6c4,2023-10-15,Хорошая практика,org_06,СтройПодряд,Экология,Работник самостоятельно остановил работу при обнаружении нарушения и сообщил мастеру.,Устранено
0c595862-121b-435e-bea2-163336d9b6ba,2023-10-15,Нарушение,org_01,КМГ-Кумколь (основное),СИЗ,Работа с химическими реагентами без защитных очков и перчаток.,Просрочено
3929898d-2600-4895-8e51-7bd435dbacba,2023-10-16,Нарушение,org_01,КМГ-Кумколь (основное),Огневые работы,Отсутствие первичных средств пожаротушения в зоне огневых работ.,В работе
77bd54b5-e57f-4f0c-94f9-cd941c104cf0,2023-10-18,Хорошая практика,org_01,КМГ-Кумколь (основное),Электробезопасность,Бригада провела инструктаж перед началом работ согласно регламенту.,Устранено
daef11af-8b85-4a84-939c-c6d7bd93e8e0,2023-10-19,Хорошая практика,org_04,КазТехСтрой,LOTO,Обнаруженный разлив немедленно локализован и убран по инициативе работника.,Устранено
6e686397-543a-4e3a-a04f-6622d084a1fb,2023-10-19,Хорошая практика,org_04,КазТехСтрой,LOTO,Работник самостоятельно остановил работу при обнаружении нарушения и сообщил мастеру.,Устранено
79ef595c-78c8-4fa9-ae60-0792c898c0ab,2023-10-19,Нарушение,org_05,АзимутДриллинг,Экология,Хранение химических реагентов без поддонов на грунте.,Устранено
bc4c535b-4618-432c-8482-51cfa4fdcea3,2023-10-20,Нарушение,org_05,АзимутДриллинг,Огневые работы,Огневые работы без оформленного разрешения и газового контроля.,Устранено
369a9fc7-5833-494b-a9aa-909389f1dd41,2023-10-20,Нарушение,org_07,ТрансНефть,Порядок на рабочем месте,Незакреплённые предметы на высоте — риск падения.,Устранено
31bd0003-d8be-47e0-8d87-992106f81500,2023-10-21,Нарушение,org_05,АзимутДриллинг,Огневые работы,Отсутствие первичных средств пожаротушения в зоне огневых работ.,Устранено
f2bc0421-f5d2-49ec-8130-e55e476fea03,2023-10-21,Нарушение,org_07,ТрансНефть,Экология,Загрязнённые ветошь и спецодежда выброшены в бытовой мусор.,Устранено
a9d24870-4821-4dc3-8a69-666bf25bbfb4,2023-10-22,Нарушение,org_05,АзимутДриллинг,Работа на высоте,"Работник находится на лесах, не прошедших приёмку.",Устранено
bc51c649-26b1-4e75-a8ea-2df35cfb28d8,2023-10-22,Хорошая практика,org_06,СтройПодряд,Огневые работы,Правильное использование страховочной привязи при работе на высоте 3м.,Устранено
959a57fa-cf25-4a73-b204-016296efb1df,2023-10-22,Нарушение,org_04,КазТехСтрой,Экология,Смешанные отходы в контейнере для раздельного сбора.,Устранено
aba0c7de-0cd3-4f44-9b06-c69918ee26ba,2023-10-25,Нарушение,org_06,СтройПодряд,Работа на высоте,Отсутствие ограждения края кровли при проведении ремонтных работ.,В работе
0818cfd6-b778-4ce1-a023-0e0b2ae51be5,2023-10-27,Хорошая практика,org_05,АзимутДриллинг,Огневые работы,"Рабочая зона чистая, проходы свободны, инструмент убран по местам.",Устранено
7ec3fba6-8e8c-4931-8727-b173b9683ff1,2023-10-27,Хорошая практика,org_04,КазТехСтрой,Экология,Правильное использование страховочной привязи при работе на высоте 3м.,Устранено
43e85ec8-70fb-41d6-b1a4-01e78b7bdafc,2023-10-28,Хорошая практика,org_02,БурСервис,Порядок на рабочем месте,"Рабочая зона чистая, проходы свободны, инструмент убран по местам.",Устранено
6924e2ba-a502-408d-9505-a11b9039735e,2023-10-28,Нарушение,org_02,БурСервис,Огневые работы,Сварочные работы в непосредственной близости от ГСМ.,Устранено
75d67cce-0330-4029-b813-a18e257b8748,2023-10-29,Хорошая практика,org_03,НефтеМонтаж,Порядок на рабочем месте,"Рабочая зона чистая, проходы свободны, инструмент убран по местам.",Устранено
7f31e464-eeca-48c4-ae13-dec51218c079,2023-11-01,Нарушение,org_06,СтройПодряд,Работа на высоте,Отсутствие ограждения края кровли при проведении ремонтных работ.,Устранено
85b3f655-1cfc-4f49-b5ce-baea77ddf830,2023-11-01,Нарушение,org_07,ТрансНефть,Работа на высоте,Работа на высоте 2.5м без страховочной привязи.,Устранено
9bb98b27-21df-43d9-b335-0bfafebf7424,2023-11-06,Хорошая практика,org_05,АзимутДриллинг,Транспорт,Бригада провела инструктаж перед началом работ согласно регламенту.,Устранено
20ab12cb-f32c-4168-9ac0-df846b82c414,2023-11-06,Хорошая практика,org_04,КазТехСтрой,Электробезопасность,Работник корректно применил процедуру LOTO при обслуживании оборудования.,Устранено
4d5c5570-50fb-45cc-8044-d2ca8354d5d1,2023-11-07,Нарушение,org_02,БурСервис,СИЗ,Отсутствие защитной обуви (спецботинок) у двух работников на объекте.,Устранено
8153d92c-a88a-4a41-b098-fd02e37a5377,2023-11-07,Нарушение,org_03,НефтеМонтаж,Огневые работы,Огневые работы без оформленного разрешения и газового контроля.,Устранено
ce74859e-d075-49bb-8431-88c4faf2900f,2023-11-08,Хорошая практика,org_06,СтройПодряд,Экология,Обнаруженный разлив немедленно локализован и убран по инициативе работника.,Устранено
df07340c-b509-4f60-8ebc-54c0dc15b55b,2023-11-09,Нарушение,org_03,НефтеМонтаж,Экология,Загрязнённые ветошь и спецодежда выброшены в бытовой мусор.,Устранено
6cc8ed94-3cc3-4eaf-ad3d-357164fd88bb,2023-11-11,Нарушение,org_07,ТрансНефть,Транспорт,Стоянка техники в запрещённой зоне вблизи оборудования под давлением.,Устранено
b1845344-a07c-4741-8f70-1691e604d9cf,2023-11-11,Хорошая практика,org_01,КМГ-Кумколь (основное),СИЗ,Обнаруженный разлив немедленно локализован и убран по инициативе работника.,Устранено
32d705dc-fa91-4269-9bba-a1719ba26184,2023-11-12,Нарушение,org_02,БурСервис,Работа на высоте,Отсутствие ограждения края кровли при проведении ремонтных работ.,Устранено
f5c9af3a-d71c-4ac7-a7aa-6e8117b3374c,2023-11-14,Нарушение,org_01,КМГ-Кумколь (основное),Огневые работы,Отсутствие первичных средств пожаротушения в зоне огневых работ.,Устранено
d93a6ffa-0e12-4445-bcd5-4de1deedfaac,2023-11-14,Хорошая практика,org_02,БурСервис,Огневые работы,Работник корректно применил процедуру LOTO при обслуживании оборудования.,Устранено
1b6daf57-f1df-4721-a32f-a995d19c0536,2023-11-14,Хорошая практика,org_01,КМГ-Кумколь (основное),Порядок на рабочем месте,Наличие и правильное использование огнетушителей в зоне огневых работ.,Устранено
7dde7b62-9914-48ae-8379-24d398a496c8,2023-11-15,Хорошая практика,org_03,НефтеМонтаж,Огневые работы,Бригада провела инструктаж перед началом работ согласно регламенту.,Устранено
332cf519-6f76-4f5f-8d38-7ae1c6e99e4a,2023-11-16,Нарушение,org_01,КМГ-Кумколь (основное),Порядок на рабочем месте,Захламлённость прохода у эвакуационного выхода.,Устранено
95e99707-6da2-4ecd-9e70-72ce14d23873,2023-11-16,Хорошая практика,org_02,БурСервис,Экология,Обнаруженный разлив немедленно локализован и убран по инициативе работника.,Устранено
f0494b72-15ec-408e-aa8e-aaf8ec3f845b,2023-11-16,Нарушение,org_06,СтройПодряд,Порядок на рабочем месте,Инструмент и оборудование не убраны после окончания смены.,В работе
e9e141f9-665f-44f4-a877-d37018dbb3a3,2023-11-17,Нарушение,org_05,АзимутДриллинг,Работа на высоте,Использование приставной лестницы без фиксации верхней части.,Просрочено
a936350a-c646-4ca2-a11e-9332e7ea4f22,2023-11-17,Хорошая практика,org_03,НефтеМонтаж,Порядок на рабочем месте,Наличие и правильное использование огнетушителей в зоне огневых работ.,Устранено
dadda63b-bf2e-4092-a0be-6352fe246b6c,2023-11-19,Хорошая практика,org_07,ТрансНефть,Экология,Бригада провела инструктаж перед началом работ согласно регламенту.,Устранено
d4c1cb1b-57db-47e3-b3f1-455506abdb11,2023-11-19,Нарушение,org_04,КазТехСтрой,СИЗ,Отсутствие защитной обуви (спецботинок) у двух работников на объекте.,Устранено
a77a9750-8155-4d50-9f2c-c74db5d8db95,2023-11-19,Нарушение,org_01,КМГ-Кумколь (основное),СИЗ,Отсутствие каски у работника в зоне обязательного ношения СИЗ.,Устранено
4b6046d8-0bff-42db-9412-06bc1159c51d,2023-11-19,Нарушение,org_04,КазТехСтрой,LOTO,Работы на электрооборудовании без оформления наряда-допуска.,В работе
6694ba98-ef79-4ceb-84b1-000e525f40cd,2023-11-22,Нарушение,org_01,КМГ-Кумколь (основное),Работа на высоте,Отсутствие ограждения края кровли при проведении ремонтных работ.,Устранено
cc7cd74c-d363-4293-a109-d54d585266f1,2023-11-22,Хорошая практика,org_01,КМГ-Кумколь (основное),Электробезопасность,Обнаруженный разлив немедленно локализован и убран по инициативе работника.,Устранено
3e9ff975-e04d-4565-a9af-9bf78ec37773,2023-11-22,Нарушение,org_06,СтройПодряд,Огневые работы,Огневые работы без оформленного разрешения и газового контроля.,Устранено
7b3ad739-4c12-4e67-ab43-d707424c9b3a,2023-11-23,Хорошая практика,org_02,БурСервис,Экология,Правильное хранение химических веществ с соблюдением требований маркировки.,Устранено
84b81b74-6cff-4f1a-b99b-1fa9ae0ca4b3,2023-11-23,Нарушение,org_02,БурСервис,Транспорт,Движение задним ходом без сигнальщика.,В работе
f035705f-a8e8-400e-a0ec-8791ca93b03a,2023-11-24,Нарушение,org_01,КМГ-Кумколь (основное),Экология,Смешанные отходы в контейнере для раздельного сбора.,Просрочено
3f37e1be-fddd-4de6-a156-035ce1ba53ae,2023-11-24,Нарушение,org_07,ТрансНефть,Работа на высоте,Отсутствие ограждения края кровли при проведении ремонтных работ.,В работе
1d4a649e-fc24-474a-b236-fe1046323887,2023-11-24,Нарушение,org_05,АзимутДриллинг,Работа на высоте,Использование приставной лестницы без фиксации верхней части.,В работе
3f3e9c8d-ca7a-48b6-a979-994601ebea94,2023-11-25,Нарушение,org_07,ТрансНефть,Электробезопасность,Использование неисправного электроинструмента.,Устранено
8092f5c2-8aae-4325-811a-a52767ea87ee,2023-11-26,Нарушение,org_01,КМГ-Кумколь (основное),СИЗ,Отсутствие каски у работника в зоне обязательного ношения СИЗ.,В работе
2de22d00-ba15-4788-8e88-84c213887c22,2023-11-26,Хорошая практика,org_03,НефтеМонтаж,Работа на высоте,Наличие и правильное использование огнетушителей в зоне огневых работ.,Устранено
d699621e-05b6-4951-9e99-dfd9f0dff0a2,2023-11-29,Хорошая практика,org_03,НефтеМонтаж,LOTO,Работник самостоятельно остановил работу при обнаружении нарушения и сообщил мастеру.,Устранено
e6bd6cae-6fb4-47bc-8643-3fb9d8a4325b,2023-11-29,Нарушение,org_07,ТрансНефть,Электробезопасность,Использование неисправного электроинструмента.,В работе
5d4a8790-ef25-4442-9a07-750395c2fcdb,2023-12-01,Нарушение,org_05,АзимутДриллинг,Огневые работы,Сварочные работы в непосредственной близости от ГСМ.,Устранено
9a7cca63-3b7e-4d5c-9e9f-07e20d09b359,2023-12-02,Нарушение,org_06,СтройПодряд,Порядок на рабочем месте,Захламлённость прохода у эвакуационного выхода.,Просрочено
351fd40b-7659-4eba-8ade-d1b993898c07,2023-12-05,Хорошая практика,org_02,БурСервис,Огневые работы,Обнаруженный разлив немедленно локализован и убран по инициативе работника.,Устранено
890da46c-c286-4e82-84bd-790fb18b77d0,2023-12-05,Хорошая практика,org_03,НефтеМонтаж,Огневые работы,Бригада провела инструктаж перед началом работ согласно регламенту.,Устранено
1e419d86-94ac-4c20-ac74-28a6cf18984d,2023-12-06,Нарушение,org_07,ТрансНефть,Огневые работы,Огневые работы без оформленного разрешения и газового контроля.,В работе
b66d270c-a95d-4c73-9f7a-e44af90a6de7,2023-12-08,Хорошая практика,org_01,КМГ-Кумколь (основное),Электробезопасность,Работник корректно применил процедуру LOTO при обслуживании оборудования.,Устранено
d9b220c2-24e3-4a43-b62c-9a95f1c247f8,2023-12-09,Нарушение,org_06,СтройПодряд,LOTO,Обслуживание работающего оборудования без выполнения процедуры LOTO.,В работе
fbbbfd0d-fac6-44b1-a49c-75af6997d37c,2023-12-09,Нарушение,org_01,КМГ-Кумколь (основное),Работа на высоте,Использование приставной лестницы без фиксации верхней части.,Устранено
37c629be-6ba5-4f66-af0f-fd378d538f57,2023-12-09,Хорошая практика,org_02,БурСервис,Транспорт,Правильное использование страховочной привязи при работе на высоте 3м.,Устранено
736fb6f4-c0e5-4e79-bcd0-5dd1a4217a65,2023-12-11,Нарушение,org_07,ТрансНефть,Работа на высоте,Отсутствие ограждения края кровли при проведении ремонтных работ.,Устранено
e15a5e6f-a490-4e1f-85ab-313d29973196,2023-12-11,Хорошая практика,org_03,НефтеМонтаж,СИЗ,Обнаруженный разлив немедленно локализован и убран по инициативе работника.,Устранено
352db932-1b6d-480e-99c9-8086aefa4f27,2023-12-12,Нарушение,org_07,ТрансНефть,Работа на высоте,Работа на высоте 2.5м без страховочной привязи.,Устранено
6d30b467-791f-43ec-8786-86a539b0fa33,2023-12-14,Хорошая практика,org_03,НефтеМонтаж,Работа на высоте,Бригада провела инструктаж перед началом работ согласно регламенту.,Устранено
cd32e772-7f5f-4bfb-95f5-b5d1c1517e0f,2023-12-15,Нарушение,org_03,НефтеМонтаж,Порядок на рабочем месте,Хранение горюче-смазочных материалов вне отведённого места.,Устранено
e63a0ce4-09a6-4866-8f58-d54997c5a8eb,2023-12-15,Хорошая практика,org_04,КазТехСтрой,Транспорт,Правильное использование страховочной привязи при работе на высоте 3м.,Устранено
2404980f-dd8b-40be-b336-3ddd827094fb,2023-12-15,Хорошая практика,org_02,БурСервис,Транспорт,Работник самостоятельно остановил работу при обнаружении нарушения и сообщил мастеру.,Устранено
2ec5a34a-4379-45c4-94ad-e9420fa0605c,2023-12-17,Хорошая практика,org_04,КазТехСтрой,LOTO,Бригада провела инструктаж перед началом работ согласно регламенту.,Устранено
2f8f419c-cdaa-4517-a535-37b01cb5d312,2023-12-17,Хорошая практика,org_03,НефтеМонтаж,Транспорт,Обнаруженный разлив немедленно локализован и убран по инициативе работника.,Устранено
ad367929-5f22-497f-ba50-09fcbefa5042,2023-12-20,Хорошая практика,org_06,СтройПодряд,Огневые работы,"Рабочая зона чистая, проходы свободны, инструмент убран по местам.",Устранено
c6c88113-456d-499d-b31d-5c0c8f8dec12,2023-12-22,Хорошая практика,org_07,ТрансНефть,Работа на высоте,Обнаруженный разлив немедленно локализован и убран по инициативе работника.,Устранено
3abca267-860b-4513-8ff5-cebf0ea2f972,2023-12-26,Нарушение,org_02,БурСервис,Транспорт,Движение задним ходом без сигнальщика.,Просрочено
276ef3ca-1396-4f59-a989-a50c1b1f56df,2023-12-27,Хорошая практика,org_01,КМГ-Кумколь (основное),Огневые работы,Наличие и правильное использование огнетушителей в зоне огневых работ.,Устранено
e7fda42f-93fa-4023-8155-b6195b4260f2,2023-12-27,Хорошая практика,org_03,НефтеМонтаж,СИЗ,Наличие и правильное использование огнетушителей в зоне огневых работ.,Устранено
9aad2b96-6079-4055-a495-9747027813df,2023-12-27,Нарушение,org_05,АзимутДриллинг,Электробезопасность,Распределительный щит оставлен открытым и без обозначений.,Устранено
1981aa2e-27a8-4185-9e0f-eee0561192d1,2023-12-28,Нарушение,org_06,СтройПодряд,LOTO,Работы на электрооборудовании без оформления наряда-допуска.,В работе
983d4120-18e4-45ed-a90e-7c3b65e1d9b3,2023-12-28,Нарушение,org_03,НефтеМонтаж,Огневые работы,Несоблюдение временного регламента огневых работ — превышение разрешённого времени.,В работе
9949ba9e-77da-4123-89e5-2bb32bfce732,2023-12-28,Хорошая практика,org_05,АзимутДриллинг,Экология,"Рабочая зона чистая, проходы свободны, инструмент убран по местам.",Устранено
c136f10b-ee73-49fa-ba2e-a22371b0a7e6,2023-12-29,Хорошая практика,org_05,АзимутДриллинг,Работа на высоте,"Рабочая зона чистая, проходы свободны, инструмент убран по местам.",Устранено
f2f57534-91db-4cd3-8d90-5fef35981dc6,2023-12-30,Нарушение,org_07,ТрансНефть,Огневые работы,Несоблюдение временного регламента огневых работ — превышение разрешённого времени.,В работе
76d6e4c5-276f-45b1-9831-796be65a171f,2024-01-01,Нарушение,org_02,БурСервис,Порядок на рабочем месте,Захламлённость прохода у эвакуационного выхода.,Устранено
25db29aa-e3cd-4b51-82fd-ababe19f31d1,2024-01-01,Нарушение,org_05,АзимутДриллинг,Работа на высоте,Отсутствие ограждения края кровли при проведении ремонтных работ.,В работе
037fcfd0-6f7c-40f0-996e-f9942b2dab0d,2024-01-02,Нарушение,org_07,ТрансНефть,Порядок на рабочем месте,Захламлённость прохода у эвакуационного выхода.,Устранено
14a7509c-ad8a-4afa-a768-fd36c11a198c,2024-01-03,Нарушение,org_04,КазТехСтрой,СИЗ,Отсутствие защитной обуви (спецботинок) у двух работников на объекте.,Просрочено
da980a33-7bbc-4daa-8276-fdacef987cc6,2024-01-03,Хорошая практика,org_07,ТрансНефть,Экология,Наличие и правильное использование огнетушителей в зоне огневых работ.,Устранено
2ad80b3e-35db-4a60-8da7-1c6e75d0f6dc,2024-01-05,Хорошая практика,org_03,НефтеМонтаж,LOTO,"Рабочая зона чистая, проходы свободны, инструмент убран по местам.",Устранено
b77c8352-31eb-4c30-8723-4d42cba467c8,2024-01-05,Нарушение,org_05,АзимутДриллинг,Порядок на рабочем месте,Незакреплённые предметы на высоте — риск падения.,В работе
4aeed036-2f76-4f80-b336-a74088f929c2,2024-01-07,Нарушение,org_05,АзимутДриллинг,Электробезопасность,Подключение к электросети без заземления корпуса оборудования.,В работе
b9f5e797-34f7-4c6b-80d7-c0b5fb820f4c,2024-01-08,Нарушение,org_02,БурСервис,Огневые работы,Огневые работы без оформленного разрешения и газового контроля.,В работе
fac71734-c9eb-47a3-bf85-3ca2b567b224,2024-01-09,Хорошая практика,org_04,КазТехСтрой,LOTO,Обнаруженный разлив немедленно локализован и убран по инициативе работника.,Устранено
e7e1ddc4-e195-4d42-bb19-84249a5c9e31,2024-01-09,Хорошая практика,org_07,ТрансНефть,СИЗ,Наличие и правильное использование огнетушителей в зоне огневых работ.,Устранено
61bf7f6c-2dcf-4624-98d4-eb1bd96da224,2024-01-15,Нарушение,org_03,НефтеМонтаж,Работа на высоте,Работа на высоте 2.5м без страховочной привязи.,Устранено
870c175a-1e37-4019-92f2-24880af78ff9,2024-01-15,Нарушение,org_07,ТрансНефть,Огневые работы,Отсутствие первичных средств пожаротушения в зоне огневых работ.,В работе
9309e871-ccf3-4fad-b075-b574755a844a,2024-01-16,Нарушение,org_05,АзимутДриллинг,СИЗ,Работник выполняет сварочные работы без защитного щитка и перчаток.,Устранено
3430a936-aca5-4b6e-9f3d-ef896cd5c837,2024-01-17,Нарушение,org_03,НефтеМонтаж,LOTO,Снятие замка блокировки без уведомления ответственного лица.,Устранено
ef56582e-f92c-4f12-a6b0-2e5e00b9d568,2024-01-19,Хорошая практика,org_01,КМГ-Кумколь (основное),Экология,Работник самостоятельно остановил работу при обнаружении нарушения и сообщил мастеру.,Устранено
2f767a6a-65a5-4f28-aba3-791382646f33,2024-01-22,Нарушение,org_06,СтройПодряд,Работа на высоте,"Работник находится на лесах, не прошедших приёмку.",Просрочено
6c823b53-be6d-4016-b5d7-284a89f1eee8,2024-01-22,Нарушение,org_04,КазТехСтрой,Электробезопасность,Подключение к электросети без заземления корпуса оборудования.,Устранено
193466d0-8fb2-49f7-9f59-30f301457dd3,2024-01-24,Хорошая практика,org_03,НефтеМонтаж,Электробезопасность,Бригада провела инструктаж перед началом работ согласно регламенту.,Устранено
9542bd44-f587-4e06-90f3-d7357fee86bb,2024-01-25,Нарушение,org_04,КазТехСтрой,Электробезопасность,Использование неисправного электроинструмента.,Устранено
617eb7c6-e925-491f-88f3-b4ab1569de01,2024-01-29,Нарушение,org_01,КМГ-Кумколь (основное),Транспорт,Движение задним ходом без сигнальщика.,В работе
c0f86601-91df-46ee-9d2e-d56d7258c87f,2024-01-31,Нарушение,org_02,БурСервис,Огневые работы,Огневые работы без оформленного разрешения и газового контроля.,Устранено
b31ed4f0-feab-48a0-bc9c-bae59a0d288e,2024-02-01,Хорошая практика,org_07,ТрансНефть,Транспорт,Бригада провела инструктаж перед началом работ согласно регламенту.,Устранено
15d74966-aadc-46ec-9798-c03fdbe98f9b,2024-02-01,Хорошая практика,org_07,ТрансНефть,Огневые работы,Обнаруженный разлив немедленно локализован и убран по инициативе работника.,Устранено
20ca6c01-78e0-4ef7-ab51-a8db2a340913,2024-02-05,Нарушение,org_05,АзимутДриллинг,Работа на высоте,Использование приставной лестницы без фиксации верхней части.,Устранено
ccf21e2c-bc69-4a04-a7b5-e64b026962c4,2024-02-06,Нарушение,org_03,НефтеМонтаж,Электробезопасность,Подключение к электросети без заземления корпуса оборудования.,В работе
b8c2ffec-53f4-40ef-9420-0dbaf68f13bd,2024-02-08,Хорошая практика,org_03,НефтеМонтаж,Электробезопасность,Работник самостоятельно остановил работу при обнаружении нарушения и сообщил мастеру.,Устранено
cb38d1b7-4f91-4dbc-938f-c8a3242bc2c6,2024-02-08,Нарушение,org_03,НефтеМонтаж,СИЗ,Работник выполняет сварочные работы без защитного щитка и перчаток.,Устранено
dd92ccd4-523b-440c-89f5-ba01168e5a36,2024-02-09,Нарушение,org_02,БурСервис,Огневые работы,Огневые работы без оформленного разрешения и газового контроля.,В работе
3ab28e21-cf72-42af-99b3-77695b226a4a,2024-02-09,Хорошая практика,org_04,КазТехСтрой,Транспорт,Бригада провела инструктаж перед началом работ согласно регламенту.,Устранено
1c54ef83-6a65-4903-8179-3fa528b95cbd,2024-02-11,Хорошая практика,org_04,КазТехСтрой,Огневые работы,Правильное хранение химических веществ с соблюдением требований маркировки.,Устранено
5b0dc1ef-125e-461d-93f1-e091e054048d,2024-02-12,Нарушение,org_03,НефтеМонтаж,Транспорт,Превышение скорости спецтехники на производственной площадке.,Устранено
fa111cb2-ade9-422e-96ce-4e1af3700719,2024-02-13,Нарушение,org_06,СтройПодряд,СИЗ,Работник выполняет сварочные работы без защитного щитка и перчаток.,В работе
771bd728-a91c-4cd0-9eaa-5cf06be4a227,2024-02-14,Нарушение,org_06,СтройПодряд,СИЗ,Отсутствие каски у работника в зоне обязательного ношения СИЗ.,В работе
42a96212-7c9f-4d2e-b1aa-cfa9f667fb13,2024-02-15,Нарушение,org_01,КМГ-Кумколь (основное),СИЗ,Отсутствие защитной обуви (спецботинок) у двух работников на объекте.,Устранено
fbbecc2a-8cc4-49ed-95c5-2a93a5318fd7,2024-02-16,Хорошая практика,org_06,СтройПодряд,Транспорт,Работник корректно применил процедуру LOTO при обслуживании оборудования.,Устранено
56c7a987-2d31-49be-b356-7229b88d6885,2024-02-18,Нарушение,org_07,ТрансНефть,LOTO,Отсутствие личного замка на групповой блокировке оборудования.,Устранено
3b6f6de6-d84f-44e9-804a-a1816408ac43,2024-02-18,Хорошая практика,org_04,КазТехСтрой,Транспорт,Правильное использование страховочной привязи при работе на высоте 3м.,Устранено
7fc30c52-c023-496a-98e0-f98cb4e3f4a2,2024-02-19,Нарушение,org_03,НефтеМонтаж,Электробезопасность,Распределительный щит оставлен открытым и без обозначений.,Устранено
91a5c5b5-c349-465f-89db-86038260081c,2024-02-20,Хорошая практика,org_02,БурСервис,Работа на высоте,Правильное хранение химических веществ с соблюдением требований маркировки.,Устранено
5c95b8f4-b5d8-402b-8e67-92a1f696a8ec,2024-02-22,Нарушение,org_04,КазТехСтрой,СИЗ,Отсутствие защитной обуви (спецботинок) у двух работников на объекте.,В работе
65f7a493-5267-4777-ad1f-32d20dff7686,2024-02-22,Нарушение,org_02,БурСервис,СИЗ,Отсутствие каски у работника в зоне обязательного ношения СИЗ.,Устранено
5f4db8cf-4806-4e00-96c7-83fa3e17c57e,2024-02-23,Хорошая практика,org_04,КазТехСтрой,Транспорт,Бригада провела инструктаж перед началом работ согласно регламенту.,Устранено
fcf6de12-7ce0-4854-9660-e20cd68061e1,2024-02-23,Нарушение,org_05,АзимутДриллинг,Электробезопасность,Подключение к электросети без заземления корпуса оборудования.,В работе
a48fd255-a5ce-45e2-a5e1-14df33fb1f0c,2024-02-23,Нарушение,org_05,АзимутДриллинг,Огневые работы,Огневые работы без оформленного разрешения и газового контроля.,Просрочено
fb6a3bf1-3a68-42b0-a160-762dea38a5b6,2024-02-23,Нарушение,org_03,НефтеМонтаж,Электробезопасность,Подключение к электросети без заземления корпуса оборудования.,Устранено
