id,date,obs_type,org_id,org_name,category,description,resolved
818f9b3f-3e16-4b57-8956-294dc16b3d1a,2025-05-26,Нарушение,org_40,"ТОО ""Кристальный Ирис""",Вождение,Нет данных,В работе
d580c505-1613-4308-af5b-ea90461f7408,2025-05-26,Нарушение,org_46,"ТОО ""Лепесток Удачи""",Вождение,Нет данных,В работе
32b520d4-562e-492e-8ab5-0553ad9af8fc,2025-05-26,Нарушение,org_61,"ТОО ""Рассветная Лаванда""",Вождение,Нет данных,В работе
7619926a-1168-4a3a-8215-a0a1c75eea5b,2025-05-26,Нарушение,org_85,"ТОО ""Цветущий Олеандр""",Вождение,Нет данных,В работе
4954a304-d592-4c08-8811-297cb6a0983b,2025-05-26,Нарушение,org_17,"ТОО ""Весенний Букет""",Вождение,Нет данных,В работе
43d1bfed-2011-4edb-b245-3313882b13ee,2025-05-26,Нарушение,org_81,"ТОО ""Флора Капитал""",Вождение,Нет данных,В работе
aad02a15-0a0b-4888-9a52-1cb57190a61d,2025-05-26,Нарушение,org_12,"ТОО ""Бархатный Тюльпан""",Вождение,Нет данных,В работе
943f45b7-facb-4aa5-8df2-0278f777349f,2025-05-26,Нарушение,org_10,"ТОО ""Алый Тюльпан""",Вождение,Нет данных,В работе
06c59741-9b63-4e22-91f9-8715cde3e717,2025-05-26,Нарушение,org_14,"ТОО ""Белая Роза""",Вождение,Нет данных,В работе
7011124b-3047-4220-ae4e-a8eb8950a23a,2025-05-26,Нарушение,org_34,"ТОО ""Золотая Лилия""",Вождение,Нет данных,В работе
18be93b9-4e8e-46e2-8423-c9a893b70d3f,2025-05-26,Нарушение,org_42,"ТОО ""Лавандовый Рассвет""",Вождение,Нет данных,В работе
903b59d7-165e-4c9b-ba40-cc0411c5b716,2025-05-26,Нарушение,org_72,"ТОО ""Синяя Орхидея""",Вождение,Нет данных,В работе
ce7d1213-dd85-4e91-b662-8a063f51980a,2025-05-26,Нарушение,org_60,"ТОО ""Пурпурный Ирис""",Вождение,Нет данных,В работе
7135238c-dc18-4812-85d9-d9a3b6c2f6d2,2025-05-26,Нарушение,org_51,"ТОО ""Нежная Фиалка""",Вождение,Нет данных,В работе
9da72b5b-f342-476e-9616-7a562945deeb,2025-05-26,Хорошая практика,org_74,"ТОО ""Солнечный Подсолнух""","Вождение, Трубопроводы / Подземные коммуникации, Целостность объекта / Оборудования, Охрана окружающей среды",Провел наблюдение по территории обьекта НПС-7. Нарушений не выявлено.,В работе
0dcc412a-bfd0-4e45-8f66-1028d25c5bd0,2025-05-26,Предложение,org_30,"ТОО ""Дикая Ромашка""",Рабочее место / Эргономика,"Ремонт керек, пол кафель ескі",В работе
de435aee-aaa1-4279-9ddd-961c999a5ad0,2025-05-26,Нарушение,org_71,"ТОО ""Серебряный Лотос""",Рабочее место / Эргономика,"Котел жылу бермейді, салқын кундері қиын",В работе
1b8bbf7c-994e-4fb9-b7ec-6034cf80304f,2025-05-26,Нарушение,org_78,"ТОО ""Таёжный Жасмин""",Проскальзывание / Спотыкание / Падение,"Ненадежная фиксация регулировочного стержня спортивного тренажера ""Turnik-KZ"" с помощью ремня устранена, ремень зафиксирован с использованием пластикового хомута.",Устранено
84f09d13-9864-4ee4-86ab-bd7d340754fe,2025-05-26,Нарушение,org_53,"ТОО ""Ночная Лаванда""",Вождение,Нет данных,В работе
695b9831-780a-4d83-b090-579ac7af1123,2025-05-26,Нарушение,org_47,"ТОО ""Лесной Ландыш""",Вождение,Нет данных,В работе
20d81aa7-3221-41e6-9628-27e045ee16cc,2025-05-26,Нарушение,org_33,"ТОО ""Звёздный Амариллис""",Вождение,Нет данных,В работе
47768bb3-e679-408d-95a4-09c9d8f9ed52,2025-05-26,Нарушение,org_39,"ТОО ""Каспийский Тюльпан""",Знаки безопасности / Предупредительные таблички,"Шлагбаум сынық, жөндеу қажет",В работе
c1801e2b-f8da-4602-ab40-1bb8b0540bf0,2025-05-26,Нарушение,org_75,"ТОО ""Степная Роза""",Вождение,Нет данных,В работе
80339ed1-6b8e-413d-9743-fa404651e905,2025-05-26,Нарушение,org_70,"ТОО ""Северный Нарцисс""",СИЗ / Средства по обеспечению безопасности,Небезопасные действия,Устранено
ecf6ce34-a1ab-4388-85b3-517ba1707bff,2025-05-26,Хорошая практика,org_37,"ТОО ""Имперская Орхидея""",Выполнение требований инструкций,Строительный мусор между блоками “А” и”Б”,В работе
61495779-90ff-4a38-a3c1-988028960f56,2025-05-26,Нарушение,org_19,"ТОО ""Весенний Крокус""",Опасные вещества/сероводород,Нет данных,В работе
10281939-f6f1-41f6-aeba-eeec5b5297b7,2025-05-26,Нарушение,org_36,"ТОО ""Изумрудный Папоротник""","СИЗ / Средства по обеспечению безопасности, Поддержание чистоты и порядка, Охрана окружающей среды",Контроль и наблюдение за обектом,В работе
0eec2590-f526-4ce2-9d39-b5793f4a307c,2025-05-26,Нарушение,org_15,"ТОО ""Белоснежная Азалия""","СИЗ / Средства по обеспечению безопасности, Поддержание чистоты и порядка, Охрана окружающей среды",Контроль и наблюдение за обектом,В работе
619381a9-aa17-4dd2-a348-3d2e602c91e3,2025-05-26,Нарушение,org_08,"ТОО ""Алтын Бәйшешек""","СИЗ / Средства по обеспечению безопасности, Поддержание чистоты и порядка, Охрана окружающей среды",Контроль и наблюдение за обектом,В работе
bc7b23c4-faac-4e64-84f8-3bd767fad488,2025-05-26,Нарушение,org_41,"ТОО ""Көктем Гүлі""","СИЗ / Средства по обеспечению безопасности, Поддержание чистоты и порядка, Охрана окружающей среды",Контроль и наблюдение за обектом,В работе
bdaa502e-913c-4241-a3d7-98e672c3e5a8,2025-05-26,Нарушение,org_32,"ТОО ""Жемчужная Фрезия""","СИЗ / Средства по обеспечению безопасности, Поддержание чистоты и порядка, Охрана окружающей среды",Контроль и наблюдение за обектом,В работе
0261d087-8a8a-4d04-ab7a-cc748c5d4434,2025-05-26,Нарушение,org_48,"ТОО ""Лунная Орхидея""",Транспортировка,"Обнаружено буксировка прицепа без дополнительного приспособления, для крепления.",Устранено
df59b103-132f-4e3f-abcd-fe0203cb0428,2025-05-26,Нарушение,org_66,"ТОО ""Садовый Гиацинт""","Электрооборудование, Выполнение требований инструкций","НПС ,,Барсенгир'' на территории  одна матч не горит устранили.",Устранено
62990bd4-9d12-4132-81c3-11b7ffa12f4d,2025-05-26,Хорошая практика,org_16,"ТОО ""Белый Лотос KZ""",Вождение,Нет данных,В работе
73174643-6b53-402e-a9e5-93dff35b3c27,2025-05-26,Хорошая практика,org_11,"ТОО ""Ароматный Мирт""","Наряд-допуск / Оценка риска, Трубопроводы / Подземные коммуникации","Провел наблюдение, предложение нет",В работе
b8163758-f95d-42b5-9477-7ce8259e546e,2025-05-26,Хорошая практика,org_82,"ТОО ""Цветочный Бриз""","Наряд-допуск / Оценка риска, Трубопроводы / Подземные коммуникации","Провел наблюдение, предложение нет",В работе
f6db968c-2a2f-443c-85b6-2a17e2044476,2025-05-26,Хорошая практика,org_50,"ТОО ""Небесная Камелия""",Вождение,Нет данных,В работе
b9eff25e-b2e2-467d-acbe-e67a669dc58c,2025-05-26,Нарушение,org_76,"ТОО ""Степной Шалфей""",Вождение,Нет данных,В работе
ef377878-3d2f-4531-9d03-e9efbd6ad2b2,2025-05-26,Хорошая практика,org_24,"ТОО ""Грация Гортензии""","Целостность объекта / Оборудования, Наряд-допуск / Оценка риска","Проверел набледение, предложение нет",В работе
01ad3063-b396-469a-988b-4b705041fe63,2025-05-26,Хорошая практика,org_59,"ТОО ""Пудровая Роза""",Вождение,Нет данных,В работе
d152ecd2-6145-48c6-ac63-68069f0ff8cf,2025-05-26,Нарушение,org_35,"ТОО ""Золотой Подсолнух""",Вождение,Нет данных,В работе
b53653bc-1239-4b96-b06b-f81cb832e3fd,2025-05-26,Хорошая практика,org_40,"ТОО ""Кристальный Ирис""",Вождение,Нет данных,В работе
3fcc4b99-c6df-480d-b89c-d75dbcb5c4fe,2025-05-26,Нарушение,org_46,"ТОО ""Лепесток Удачи""",Транспортировка,Аксай 4 КПП да кызмет барысында аныкталды.Автоколиктин сол жак фары жанбайды.Жондеп алды фарын жагып кирди.,Устранено
89d02657-bacc-4ea3-8274-27ef184712d1,2025-05-26,Хорошая практика,org_61,"ТОО ""Рассветная Лаванда""",Вождение,Нет данных,В работе
9920b189-eec9-4278-88b1-4123a3a96289,2025-05-26,Хорошая практика,org_85,"ТОО ""Цветущий Олеандр""",Вождение,Нет данных,В работе
a578ead4-e1be-4b60-a0cd-acd8169b04b2,2025-05-26,Хорошая практика,org_17,"ТОО ""Весенний Букет""","Вождение, Трубопроводы / Подземные коммуникации, Наряд-допуск / Оценка риска","Провел наблюдение, предложение нет",В работе
fa335d9a-a0ca-4071-a3f7-da5ec26c50ea,2025-05-26,Хорошая практика,org_81,"ТОО ""Флора Капитал""",Вождение,Нет данных,В работе
1f20bfd8-acb3-4a47-8a2c-db43f7797ac8,2025-05-26,Хорошая практика,org_12,"ТОО ""Бархатный Тюльпан""","Вождение, Трубопроводы / Подземные коммуникации, Наряд-допуск / Оценка риска","Провел наблюдение, предложение нет",В работе
eee3adba-41de-46b1-af90-f4e2203fdef6,2025-05-26,Хорошая практика,org_10,"ТОО ""Алый Тюльпан""",Вождение,Водитель доставить пассажиров без происшествий,В работе
3ed49893-2203-45a2-835d-e09971bcac43,2025-05-26,Нарушение,org_14,"ТОО ""Белая Роза""",Вождение,Нет данных,В работе
3cab807d-11dc-42cc-8f20-d73bbc42cc72,2025-05-26,Хорошая практика,org_34,"ТОО ""Золотая Лилия""","Вождение, Трубопроводы / Подземные коммуникации, Наряд-допуск / Оценка риска","Провел наблюдение, предложение нет",В работе
687ba60c-3804-4158-b4f0-d0a4817dcdad,2025-05-26,Предложение,org_42,"ТОО ""Лавандовый Рассвет""",Поддержание чистоты и порядка,Тестовое наблюдение,В работе
11bf53bd-88f9-46c3-999d-6ad21a9933d5,2025-05-26,Хорошая практика,org_72,"ТОО ""Синяя Орхидея""",Вождение,Нет данных,В работе
7c834a2d-bf1c-4211-a5f6-d95f91be984a,2025-05-26,Хорошая практика,org_60,"ТОО ""Пурпурный Ирис""","Поддержание чистоты и порядка, Наряд-допуск / Оценка риска",Провёл наблюдение Предложение нет,Устранено
5739acfa-7999-48d3-b8ef-9f7a4ac5e13c,2025-05-26,Хорошая практика,org_20,"ТОО ""Весенний Пион""",Наряд-допуск / Оценка риска,Провёл наблюдение Предложение нет,Устранено
d875c2de-ec12-470b-a8fb-090db007b3f4,2025-05-26,Хорошая практика,org_23,"ТОО ""Горная Эдельвейс""",Наряд-допуск / Оценка риска,Провёл наблюдение Предложение нет,Устранено
f1cb300a-28df-4f5c-b1e7-433bf1d574f5,2025-05-26,Нарушение,org_30,"ТОО ""Дикая Ромашка""",Вождение,Нет данных,В работе
9527c085-b9a1-434b-8110-3620dc749812,2025-05-26,Хорошая практика,org_71,"ТОО ""Серебряный Лотос""",Целостность объекта / Оборудования,Провел наблюдение. Предложении нет,Устранено
ec7ea0a7-1e4f-4750-bf2c-66e6dd26d3ad,2025-05-26,Хорошая практика,org_90,"ТОО ""Ясный Василёк""",Наряд-допуск / Оценка риска,Провел наблюдения. Предложении нет,Устранено
0649a669-6d41-41a7-bfcb-fcfe4b810848,2025-05-26,Хорошая практика,org_06,"ТОО ""Алая Гвоздика""","Наряд-допуск / Оценка риска, Поддержание чистоты и порядка",Наблюдение даёт возможность оценивать любую ситуацию в работе,Устранено
15214998-9196-4338-8869-1bd002f49ab8,2025-05-26,Нарушение,org_68,"ТОО ""Сакура Плюс""",Вождение,Нет данных,В работе
31a6c1e0-2219-4676-b455-8f953a4ff2b1,2025-05-26,Нарушение,org_87,"ТОО ""Южная Магнолия""",Выполнение требований инструкций,Мебель на 13-этаже затруднит эвакуацию при ЧС,В работе
8a34969e-7e15-4c02-a60a-7743c3744be0,2025-05-26,Хорошая практика,org_78,"ТОО ""Таёжный Жасмин""","Целостность объекта / Оборудования, Поддержание чистоты и порядка",Провел наблюдение. Предложений нет,Устранено
c2d59a0a-f91b-46ff-87c6-0369e473f911,2025-05-26,Хорошая практика,org_56,"ТОО ""Полевая Незабудка""",Целостность объекта / Оборудования,Провиль наблюдение предложений нет,Устранено
455bc67f-ea94-40cc-8b1c-66635e18ee0a,2025-05-26,Хорошая практика,org_88,"ТОО ""Янтарная Хризантема""",Наряд-допуск / Оценка риска,Нет,В работе
d86ca17b-5756-4fb7-a5a8-499d3cbf0f35,2025-05-26,Хорошая практика,org_79,"ТОО ""Тихая Камелия""",Наряд-допуск / Оценка риска,Нет,В работе
ee28756a-54fd-4e97-9cd1-f964d6d7a3f8,2025-05-26,Нарушение,org_53,"ТОО ""Ночная Лаванда""",Транспортировка,Нет данных,В работе
0d1e58d2-1bb9-4c89-bb4c-17de320c4426,2025-05-26,Нарушение,org_47,"ТОО ""Лесной Ландыш""",Вождение,Нет данных,В работе
1e5739d3-5973-4997-a2fb-f2d88ebebec6,2025-05-26,Хорошая практика,org_33,"ТОО ""Звёздный Амариллис""",Прочее,Нет данных,В работе
a746c086-8ae4-4aed-8eed-491453b2253f,2025-05-26,Предложение,org_39,"ТОО ""Каспийский Тюльпан""",Наряд-допуск / Оценка риска,Нет,В работе
34fbd174-22e3-4f2e-9721-17c6068c2aa3,2025-05-26,Хорошая практика,org_75,"ТОО ""Степная Роза""",Наряд-допуск / Оценка риска,Нет,В работе
d429798c-3c1a-4c9c-bf70-39192ea970d6,2025-05-26,Хорошая практика,org_22,"ТОО ""Голубая Гортензия""",Прочее,Нет,В работе
6fd36543-665d-49da-948a-7a32f26f2bc2,2025-05-26,Хорошая практика,org_65,"ТОО ""Рубиновый Мак""",Наряд-допуск / Оценка риска,Нет,В работе
914a4075-74a8-4db0-91f9-1f302a9e200f,2025-05-26,Хорошая практика,org_70,"ТОО ""Северный Нарцисс""",Наряд-допуск / Оценка риска,Нет,В работе
4fc5766f-5a7f-41ce-ad36-d8f4a5329a4e,2025-05-26,Предложение,org_37,"ТОО ""Имперская Орхидея""",Наряд-допуск / Оценка риска,Нет,В работе
ac379192-591d-4427-bcfc-22e09c80dbce,2025-05-26,Хорошая практика,org_19,"ТОО ""Весенний Крокус""","Вождение, Трубопроводы / Подземные коммуникации",Провел наблюдение. Предложений нет,В работе
abf0a462-91ad-4cce-8505-4ea139a609b4,2025-05-26,Нарушение,org_36,"ТОО ""Изумрудный Папоротник""",Электрооборудование,"АВП Трудовое не горит освещение, 3 мачта",Устранено
ad81e4c8-06a8-45ad-b488-8a3354e52a1d,2025-05-26,Нарушение,org_15,"ТОО ""Белоснежная Азалия""",Электрооборудование,"АВП трудовое, не освещает 3-я мачта",Устранено
d69eb418-3c02-4632-8d85-297da191708f,2025-05-26,Хорошая практика,org_08,"ТОО ""Алтын Бәйшешек""","Вождение, Трубопроводы / Подземные коммуникации",Тексерилди. Устным жок,Устранено
559dfdc3-6049-43eb-8112-bb98d248fdd8,2025-05-26,Хорошая практика,org_41,"ТОО ""Көктем Гүлі""","Вождение, Трубопроводы / Подземные коммуникации",Тексерилди. Устным жок,Устранено
5ef28c2d-05e6-45a9-a3c7-9279bc6b74de,2025-05-26,Хорошая практика,org_32,"ТОО ""Жемчужная Фрезия""","Вождение, Трубопроводы / Подземные коммуникации",Тексерилди. Устным жок,Устранено
e8f4b375-1c54-47a2-a8ad-e8667711cc0c,2025-05-26,Хорошая практика,org_45,"ТОО ""Лазурный Дельфиниум""","Вождение, Трубопроводы / Подземные коммуникации",Тексерилди. Устным жок,Устранено
791bec87-7fcd-48ba-8b76-ddf0bb68f944,2025-05-26,Хорошая практика,org_64,"ТОО ""Розовый Флокс""",Вождение,Провёл наблюдение предложение нет,Устранено
f4e2abda-59db-4594-ae60-1c35786c7105,2025-05-26,Хорошая практика,org_69,"ТОО ""Сафлоровый Рассвет""",Вождение,Нет данных,В работе
40703d03-a150-4f42-84e2-8b6d47daf913,2025-05-26,Хорошая практика,org_49,"ТОО ""Медовая Астра""",Вождение,Провёл наблюдение предложение нет,Устранено
3bef59a7-76ff-4998-8587-a53efa4c869f,2025-05-26,Хорошая практика,org_77,"ТОО ""Тайный Бутон""",Вождение,Нет данных,В работе
2156c53a-d7e6-4b19-b6d3-1c44cf5425e3,2025-05-26,Хорошая практика,org_84,"ТОО ""Цветущий Миндаль""",Вождение,Нет данных,В работе
1728001d-0cd1-4504-8f90-f91d60c2681b,2025-05-26,Хорошая практика,org_58,"ТОО ""Полевой Клевер""",Наряд-допуск / Оценка риска,Нет данных,В работе
4cb6f29a-68ab-437d-bb31-21dc796642f4,2025-05-26,Хорошая практика,org_54,"ТОО ""Огненная Георгина""",Наряд-допуск / Оценка риска,Нет данных,В работе
f6cebf67-b8ce-4c5c-9127-8c88b79b5d2e,2025-05-26,Хорошая практика,org_73,"ТОО ""Сияющая Примула""",Наряд-допуск / Оценка риска,Нет данных,В работе
c2e07cd8-f10f-49bd-be87-cfe60e917988,2025-05-26,Хорошая практика,org_21,"ТОО ""Гармония Лилий""",Наряд-допуск / Оценка риска,Нет данных,В работе
cc098e12-4bf9-40fe-9c59-31b8dcb143f6,2025-05-26,Хорошая практика,org_86,"ТОО ""Шёлковый Пион""",Наряд-допуск / Оценка риска,Нет данных,В работе
d62ce1af-4744-4ae4-9065-b4a08e9d2fe9,2025-05-26,Хорошая практика,org_89,"ТОО ""Японская Сакура""","Вождение, Наряд-допуск / Оценка риска, Трубопроводы / Подземные коммуникации",Провёл наблюдение Предложение нет,В работе
32b76ea5-9d98-42d7-8825-66b9627ecd3a,2025-05-26,Хорошая практика,org_48,"ТОО ""Лунная Орхидея""","Вождение, Поддержание чистоты и порядка",Провел наблюдение предложения  нет,Устранено
09ba2a9f-1b99-4d2c-8e94-38f88602d4bc,2025-05-26,Хорошая практика,org_66,"ТОО ""Садовый Гиацинт""","Вождение, Поддержание чистоты и порядка",Провел наблюдения предложение нет,Устранено
2ca5b238-b955-4993-96de-084eb2a1b6b5,2025-05-26,Хорошая практика,org_16,"ТОО ""Белый Лотос KZ""","Вождение, Поддержание чистоты и порядка",Провел наблюдения предложение нет,Устранено
abdfd03a-a05e-4b6d-9dce-227b14b37ba9,2025-05-26,Хорошая практика,org_11,"ТОО ""Ароматный Мирт""","Вождение, Поддержание чистоты и порядка",Провел наблюдения предложение нет,Устранено
f601eef1-6a3b-4ebc-aa44-13678cd61852,2025-05-26,Хорошая практика,org_82,"ТОО ""Цветочный Бриз""",Наряд-допуск / Оценка риска,Нет данных,В работе
1cc7bb19-427a-4406-ab03-d861acd464ea,2025-05-26,Хорошая практика,org_50,"ТОО ""Небесная Камелия""",Поддержание чистоты и порядка,Профессор наблюдение предложения нет,В работе
5f93a510-fb5b-414a-8de0-d97dbacf15bf,2025-05-26,Хорошая практика,org_76,"ТОО ""Степной Шалфей""",Вождение,Нет данных,В работе
8881be50-4a1d-4d7e-877b-a6380a975c29,2025-05-26,Хорошая практика,org_24,"ТОО ""Грация Гортензии""","Поддержание чистоты и порядка, Наряд-допуск / Оценка риска",Провел наблюдение предложение нет,Устранено
9fdc89e0-08df-40ad-9228-7684d52101af,2025-05-26,Нарушение,org_59,"ТОО ""Пудровая Роза""",Знаки безопасности / Предупредительные таблички,Отсутствует указатель километров,Устранено
18dfbc68-d741-46ed-a246-f720a7264e9a,2025-05-26,Нарушение,org_35,"ТОО ""Золотой Подсолнух""","Вождение, Трубопроводы / Подземные коммуникации, Наряд-допуск / Оценка риска",Провёл наблюдение предложение нет,В работе
9628f8dc-58d9-41dd-bf72-12ccbe64ae92,2025-05-26,Хорошая практика,org_40,"ТОО ""Кристальный Ирис""","Вождение, Трубопроводы / Подземные коммуникации, Наряд-допуск / Оценка риска","Провел наблюдение, предложение нет",В работе
aa432ee9-facb-4e1d-8375-53cb107df398,2025-05-26,Хорошая практика,org_46,"ТОО ""Лепесток Удачи""","Вождение, Трубопроводы / Подземные коммуникации, Наряд-допуск / Оценка риска","Провел наблюдение, предложение нет",В работе
0692a9d3-a009-4ab0-9188-507f3133942b,2025-05-26,Хорошая практика,org_61,"ТОО ""Рассветная Лаванда""","Вождение, Трубопроводы / Подземные коммуникации, Наряд-допуск / Оценка риска","Провел наблюдение, предложение нет",В работе
d6ae07e6-a456-468e-91c5-4536846410e0,2025-05-26,Хорошая практика,org_85,"ТОО ""Цветущий Олеандр""","Вождение, Поддержание чистоты и порядка",Провёл наблюдения предложение нет,Устранено
b5ed4769-2bcb-4d7a-826f-a91a8908401b,2025-05-26,Хорошая практика,org_17,"ТОО ""Весенний Букет""","Вождение, Трубопроводы / Подземные коммуникации, Наряд-допуск / Оценка риска",Провёл наблюдение предложение нет,В работе
47c162f2-f50d-4482-8b3a-a6d7eaada667,2025-05-26,Нарушение,org_37,"ТОО ""Имперская Орхидея""","Электрооборудование, Сварка / Шлифовка / Отжиг",При работе с УШМ работник не применял защитные очки,Устранено
0355286d-ee1e-4024-995d-2f69772b1720,2025-05-26,Хорошая практика,org_15,"ТОО ""Белоснежная Азалия""",Вождение,Жұмыс кезінде Арок арнайы техникасын пайдалану.,В работе
66846072-5e34-4692-95b7-16906056615d,2025-05-26,Нарушение,org_41,"ТОО ""Көктем Гүлі""",Сварка / Шлифовка / Отжиг,Жұмыс барысында дәнекерлеушінің қолғап жарамсыз тесілген,В работе
721780c9-0ec3-4892-8dc3-d454e0f64dfc,2025-05-26,Предложение,org_53,"ТОО ""Ночная Лаванда""",Поддержание чистоты и порядка,"ҚЖЦ базасы шарбақ артындагы шөптер өсіп кеткен,орып тазарту керек",Устранено
487036bf-43c9-468a-97d9-3cb1643f2910,2025-05-26,Нарушение,org_50,"ТОО ""Небесная Камелия""",Земляные работы,Қауіпсіздікті сақтау,Устранено
f8deecda-7faf-4d07-9ce4-f44f13a44bb7,2025-05-26,Нарушение,org_84,"ТОО ""Цветущий Миндаль""",СИЗ / Средства по обеспечению безопасности,Работник направился в сторону скважины без использования обязательных средств индивидуальной защиты: На работнике отсутствовала защитная каска.,Устранено
ebed66c2-2e7f-4613-8fb2-47833977287e,2025-05-26,Нарушение,org_20,"ТОО ""Весенний Пион""","Земляные работы, Трубопроводы / Подземные коммуникации, Охрана окружающей среды",Ф114 құбырының ағуын жою кезінде бақыланды.,Устранено
527c9c1e-b59b-4fc6-9925-6ac437f2ab79,2025-05-26,Нарушение,org_79,"ТОО ""Тихая Камелия""",СИЗ / Средства по обеспечению безопасности,"Дәнекерлеу кезінде, агрегат жермен тұйықталмаған.",Устранено
ae951f2b-32aa-42bd-8361-62dd5c386676,2025-05-26,Нарушение,org_15,"ТОО ""Белоснежная Азалия""","Поддержание чистоты и порядка, Санитарно-бытовые помещения, Рабочее место / Эргономика, Охрана окружающей среды",Тоспа флянец аралығынан сұйықтық ағуда (утечка),Устранено
a5d34d9b-94dd-4ef8-b7e2-7680e001080f,2025-05-26,Нарушение,org_46,"ТОО ""Лепесток Удачи""",Проскальзывание / Спотыкание / Падение,Отсутствует крышка/люк колодца,Устранено
9f335626-64a5-4036-b036-e408e0f77549,2025-05-26,Нарушение,org_59,"ТОО ""Пудровая Роза""",Работы на высоте / Строительные леса,"Возле территории турбинного цеха на вертикальной лестнице отсутствует  дуга безопасности (защитное кольцевое ограждение), что нарушает требования безопасного подъема на высоту и увеличивает риск падения..",Устранено
1eadb976-812f-4588-a199-b507fa21a18a,2025-05-26,Нарушение,org_68,"ТОО ""Сакура Плюс""",Проскальзывание / Спотыкание / Падение,Отсутствует крышка лотка есть вероятность падения на персонал,Устранено
07ab79ec-82d9-47f2-951d-e2fa3d8d4dac,2025-05-27,Нарушение,org_58,"ТОО ""Полевой Клевер""",Машины и оборудование,"На момент проверки подьемника АПРС-40 КРС ТОО ""Атыраугидрогеология""на скв№433 (ликвидация) м/р Карсак противозатаскиватель не в рабочем состоянии, т.е. нет звукового сигнала, что может привести к аварии./Противозатаскиватель со звуковым сигналом должен быть всегда в рабочем состоянии.",Устранено
35b15be3-6d40-4407-95d7-b183f91e6d5b,2025-05-27,Нарушение,org_54,"ТОО ""Огненная Георгина""",Машины и оборудование,№111 ұнғыдағы тербелемесі қондырғының тежегісі істен шыққан. Себебі тежегіштері орнына дұрыс қайтарылмаған./БДН операторлар жұмыс барысында анықталған кемшіліктерді уақытында хабарлап тұрсақ қондырғылар істен шықпас еді.,Устранено
290ad290-cf9e-43fb-afb9-d99a5a7a9c6a,2025-05-27,Хорошая практика,org_81,"ТОО ""Флора Капитал""","Целостность объекта / Оборудования, Наряд-допуск / Оценка риска","Провел наблюдение, предложение нет",В работе
160a2df0-e330-4612-a2e0-bb523c9b5762,2025-05-27,Хорошая практика,org_12,"ТОО ""Бархатный Тюльпан""","Вождение, Наряд-допуск / Оценка риска, Трубопроводы / Подземные коммуникации","Провел наблюдение, предложение нет",В работе
8f57e5cf-bd2a-48e9-ba73-7a6bee56a4bb,2025-05-27,Нарушение,org_10,"ТОО ""Алый Тюльпан""",Поддержание чистоты и порядка,На КПП отсутствует водоснабжение и туалет,В работе
f24d3452-f7d4-4710-8ae5-03809137465d,2025-05-27,Нарушение,org_14,"ТОО ""Белая Роза""",Опасные природные явления / Погодные условия,"Нет проезда на задвижку номер 8 из-за погодных условий солончак, грязь после дождя",В работе
d71c63e1-693d-4a10-b70a-71135d27446e,2025-05-27,Нарушение,org_20,"ТОО ""Весенний Пион""",Трубопроводы / Подземные коммуникации,"По всему периметру объекта сетчатые ворота закрыть наглухо, так как это стратегический объект",В работе
7cbf0864-8cfe-4da3-8c74-f6b61f3f4d93,2025-05-27,Нарушение,org_23,"ТОО ""Горная Эдельвейс""",Трубопроводы / Подземные коммуникации,"На 2,3,5,6 постах, железнодорожный переезд , сетчатые ворота наглухо закрыть по периметру объекта",В работе
35ffc796-42d5-4a1f-a268-906b269e6fb2,2025-05-27,Нарушение,org_30,"ТОО ""Дикая Ромашка""",Знаки безопасности / Предупредительные таблички,На здании АВП Прииртышск на входе обрушивается штукатурка необходимо установить предупреждающию табличку,Устранено
440d170b-1af9-4556-8cdb-c530a06f8bb5,2025-05-27,Нарушение,org_71,"ТОО ""Серебряный Лотос""",Трубопроводы / Подземные коммуникации,"Закрыть по периметру объекта сетчатые ворота это на постах 2,3,5,6.",В работе
368c5557-c134-48af-ae8c-e94dc9173f54,2025-05-27,Хорошая практика,org_90,"ТОО ""Ясный Василёк""",Опасные природные явления / Погодные условия,В пожароопасный период необходимо еженедельно производить опахивание территории по периметру во избежание пожаров.,Устранено
8bd988e3-f712-495d-b1f1-acb2b5c519c5,2025-05-27,Нарушение,org_06,"ТОО ""Алая Гвоздика""",Транспортировка,Аксай 4 КПП да турып аныкталды автоколиктин жарык шамы жанбайды.Жарык шамын жондеп ишке киргизилди.Кауипсиздик жол ережеси туралы тусиндирилди.,Устранено
4fbea7a7-907b-4d29-b54b-39f1624fb669,2025-05-27,Нарушение,org_68,"ТОО ""Сакура Плюс""",Электрооборудование,Заде насосная не горит фонаря освещение,Устранено
dc047974-952e-4d63-8da4-f26b410e9cc2,2025-05-27,Хорошая практика,org_87,"ТОО ""Южная Магнолия""",Охрана окружающей среды,Бәрі жақсы,В работе
3923fb48-f635-4c40-914d-68022bf70560,2025-05-27,Хорошая практика,org_78,"ТОО ""Таёжный Жасмин""",Охрана окружающей среды,,В работе
01990429-f9e4-48b7-80a5-1484029fc0e2,2025-05-27,Нарушение,org_56,"ТОО ""Полевая Незабудка""",Машины и оборудование,4 КПП да кызмет аткару барысында аныктадым.,Устранено
e5a2a191-d809-4a0e-935a-1bc62fdb510f,2025-05-27,Хорошая практика,org_79,"ТОО ""Тихая Камелия""","Вождение, Наряд-допуск / Оценка риска, Трубопроводы / Подземные коммуникации","Провел наблюдение, предложение нет",В работе
